19779, 2.2084219455718994
25000, 2.1283648014068604
10774, 2.09256911277771
9773, 2.1511621475219727
16494, 2.189587116241455
12477, 2.22688889503479
12907, 1.842947006225586
331053, 3.0727949142456055
14546, 2.2152903079986572
20584, 2.22151517868042
15824, 2.051215887069702
20198, 2.457015037536621
114724, 4.853955984115601
33068, 2.237306833267212
25347, 2.0421009063720703
9820, 2.049622058868408
26636, 2.325803756713867
18600, 2.0742111206054688
4528, 2.0463380813598633
20619, 2.196929931640625
12978, 2.226969003677368
18713, 2.0662829875946045
14382, 2.048758029937744
145949, 2.5788991451263428
8675, 2.219878911972046
4375, 2.0049118995666504
26296, 2.248840808868408
22436, 2.335334300994873
25249, 2.152729034423828
15555, 2.121614694595337
30850, 2.2086029052734375
32766, 2.2654008865356445
20409, 2.2150909900665283
6059, 2.1591579914093018
8853, 2.118035316467285
10306, 2.1960110664367676
4518, 2.1721279621124268
7565, 2.0168209075927734
12647, 2.2344210147857666
15480, 2.6560850143432617
24294, 2.390501022338867
21795, 2.0483028888702393
15453, 2.5325300693511963
24999, 2.7492480278015137
5671, 2.0224671363830566
59975, 2.548037052154541
16197, 2.354822874069214
